first_name,last_name,full_name,number
Arnulfo,Camilleri,Arnulfo Camilleri,3851879278
Sig.ra,Angelina,Sig.ra Angelina Nadi,3277284318
Paoletta,Battisti,Paoletta Battisti,3629412022
Fortunata,Mercantini-Bonanno,Fortunata Mercantini-Bonanno,3797484306
Eugenia,Barberini-Giorgetti,Eugenia Barberini-Giorgetti,3285303154
Rocco,Zacchia,Rocco Zacchia,3715731774
Stella,Monte,Stella Monte,3198527442
Temistocle,Torricelli,Temistocle Torricelli,3818276871
Laureano,Corradi-Badoer,Laureano Corradi-Badoer,3510281371
Amico,Paolucci,Amico Paolucci,3184455727
Coluccio,Granatelli,Coluccio Granatelli,3573450428
Giacinto,Cicala,Giacinto Cicala,3847297747
Ruggero,Catalano,Ruggero Catalano,3114097031
Pellegrino,Toselli-Molesini,Pellegrino Toselli-Molesini,3273701051
Eleanora,Vecellio,Eleanora Vecellio,3070984953
Letizia,Bottigliero,Letizia Bottigliero,3931108765
Martino,Saffi,Martino Saffi,3611100286
Gloria,Mezzetta,Gloria Mezzetta,3766595984
Jacopo,Viviani,Jacopo Viviani,3821180393
Giancarlo,Foscari-Saraceno,Giancarlo Foscari-Saraceno,3520392773
Dott.,Massimiliano,Dott. Massimiliano Barracco,3523465225
Damiano,Pratesi,Damiano Pratesi,3489273340
Silvestro,Anguissola-Redi,Silvestro Anguissola-Redi,3112270906
Sig.,Jacopo,Sig. Jacopo Berengario,3744563835
Barbara,Anastasi,Barbara Anastasi,3497911447
Sig.ra,Daria,Sig.ra Daria Fantoni,3602829591
Azeglio,Niggli,Azeglio Niggli,3349301564
Vittoria,Conte-Aloisio,Vittoria Conte-Aloisio,3414502284
Gustavo,Ricciardi,Gustavo Ricciardi,3920875021
Annetta,Castiglione,Annetta Castiglione,3566534974
Barbara,Dossi,Barbara Dossi,3868701805
Rosina,Duse,Rosina Duse,3042836639
Maurilio,Navone,Maurilio Navone,3194379247
Panfilo,Boldù,Panfilo Boldù,3021320868
Edoardo,Faugno,Edoardo Faugno,3717137928
Dott.,Biagio,Dott. Biagio Errigo,3792834070
Chiara,Taliani,Chiara Taliani,3788769219
Torquato,Morosini-Chigi,Torquato Morosini-Chigi,3478404891
Gemma,Trobbiani-Quasimodo,Gemma Trobbiani-Quasimodo,3887290680
Berenice,Camuccini,Berenice Camuccini,3869692733
Liliana,Morellato,Liliana Morellato,3003243547
Gian,Giradello,Gian Giradello,3828921434
Sig.ra,Sylvia,Sig.ra Sylvia Garozzo,3066168441
Tiziana,Giannetti,Tiziana Giannetti,3221685249
Bianca,Mozart-Trevisani,Bianca Mozart-Trevisani,3880476189
Melina,Altera-Cappelli,Melina Altera-Cappelli,3476903669
Cassandra,Callegari,Cassandra Callegari,3269622220
Simonetta,Tron-Canil,Simonetta Tron-Canil,3575816255
Francesca,Fantini,Francesca Fantini,3304523843
Martino,Passalacqua,Martino Passalacqua,3410261725
Valerio,Fanucci,Valerio Fanucci,3718684083
Dott.,Salvi,Dott. Salvi Sorrentino,3181074947
Dott.,Fiorenzo,Dott. Fiorenzo Flaiano,3880948714
Sig.,Corrado,Sig. Corrado Scarpa,3334207071
Serena,Bandello,Serena Bandello,3920327961
Saverio,Samele-Gaito,Saverio Samele-Gaito,3774264905
Gelsomina,Giannetti,Gelsomina Giannetti,3675703241
Guarino,Ossola,Guarino Ossola,3659326501
Fedele,Callegaro,Fedele Callegaro,3435915872
Sig.,Mauro,Sig. Mauro Trebbi,3001794280
Renata,Foa,Renata Foa,3474216203
Maria,Antonelli,Maria Antonelli,3992924141
Virginia,Goldoni,Virginia Goldoni,3627886263
Sig.,Arnulfo,Sig. Arnulfo Solimena,3209097023
Giuseppe,Palladio,Giuseppe Palladio,3870475008
Maurizio,Travaglio,Maurizio Travaglio,3746550027
Elladio,Marangoni,Elladio Marangoni,3285030317
Vittorio,Casarin,Vittorio Casarin,3650563043
Sig.ra,Anita,Sig.ra Anita Cesaroni,3387247558
Antonietta,Rosselli,Antonietta Rosselli,3685505113
Elmo,Grasso,Elmo Grasso,3132034706
Raffaella,Opizzi,Raffaella Opizzi,3055402951
Dott.,Durante,Dott. Durante Galvani,3329135548
Sig.ra,Graziella,Sig.ra Graziella Pietrangeli,3674335911
Lando,Montecchi,Lando Montecchi,3421875747
Uberto,Segrè,Uberto Segrè,3157765022
Rosalia,Sagredo,Rosalia Sagredo,3164410972
Dolores,Turci,Dolores Turci,3475835420
Amadeo,Visconti,Amadeo Visconti,3188680599
Eleanora,Tutino,Eleanora Tutino,3439442608
Cipriano,Zoppetto,Cipriano Zoppetto,3757305418
Gianfrancesco,Cimarosa,Gianfrancesco Cimarosa,3901736828
Greco,Mercati-Vanvitelli,Greco Mercati-Vanvitelli,3840003483
Dott.,Barbara,Dott. Barbara Vigliotti,3984461468
Gelsomina,Casale-Martucci,Gelsomina Casale-Martucci,3057159511
Eliana,Favata-Cardano,Eliana Favata-Cardano,3749756110
Giancarlo,Raimondi-Bianchi,Giancarlo Raimondi-Bianchi,3907299052
Rembrandt,Serlupi-Marcacci,Rembrandt Serlupi-Marcacci,3284838720
Marcello,Pennetta,Marcello Pennetta,3798833025
Cassandra,Ricci,Cassandra Ricci,3392469094
Erika,Nolcini,Erika Nolcini,3320488617
Dott.,Fiamma,Dott. Fiamma Donarelli,3290710394
Morena,Ungaretti,Morena Ungaretti,3422374987
Sig.,Gioachino,Sig. Gioachino Tagliafierro,3216092524
Giuliana,Scarfoglio,Giuliana Scarfoglio,3012892515
Saverio,Corradi,Saverio Corradi,3478921948
Mirco,Moretti,Mirco Moretti,3839688715
Fortunata,Bersani,Fortunata Bersani,3163395401
Dario,Conte,Dario Conte,3646433612
Federigo,Zampa,Federigo Zampa,3425006843
Maria,Turrini,Maria Turrini,3469879706
Margherita,Cavalcanti-Gulotta,Margherita Cavalcanti-Gulotta,3078231218
Marcella,Scalera,Marcella Scalera,3279538648
Rosalia,Boccherini-Cicala,Rosalia Boccherini-Cicala,3159900056
Daniele,Guarana,Daniele Guarana,3158209281
Eleanora,Baresi-Spanevello,Eleanora Baresi-Spanevello,3488813245
Gioacchino,Dossetti,Gioacchino Dossetti,3516743828
Adelasia,Cuzzocrea,Adelasia Cuzzocrea,3752442248
Nicoletta,Falloppio-Germano,Nicoletta Falloppio-Germano,3493232103
Arnulfo,Viola,Arnulfo Viola,3641455530
Stefania,Morabito,Stefania Morabito,3432954312
Rolando,Foconi,Rolando Foconi,3496369924
Maurilio,Rensi,Maurilio Rensi,3529381895
Nicoletta,Galvani,Nicoletta Galvani,3558848518
Martina,Carli-Lombardi,Martina Carli-Lombardi,3178235505
Arturo,Piacentini,Arturo Piacentini,3130899709
Augusto,Foconi,Augusto Foconi,3165423009
Cecilia,Filogamo-Mazzacurati,Cecilia Filogamo-Mazzacurati,3258926142
Livia,Fracci-Forza,Livia Fracci-Forza,3929638122
Nicola,Brunelleschi,Nicola Brunelleschi,3803606691
Melania,Abatantuono,Melania Abatantuono,3339611423
Antonio,Tolentino,Antonio Tolentino,3571793713
Dott.,Lamberto,Dott. Lamberto Cerutti,3091062283
Giacinto,Folliero-Filangieri,Giacinto Folliero-Filangieri,3329463543
Giacomo,Gottardi-Traetta,Giacomo Gottardi-Traetta,3297681098
Barbara,Vendetti-Pedrazzini,Barbara Vendetti-Pedrazzini,3841170833
Fulvio,Volta,Fulvio Volta,3043604048
Tiziana,Giannelli,Tiziana Giannelli,3162939277
Sig.,Alfio,Sig. Alfio Tamburini,3415888174
Francesco,Doglioni,Francesco Doglioni,3112070783
Tiziana,Brunello,Tiziana Brunello,3154309446
Griselda,Venditti,Griselda Venditti,3379935974
Giuliana,Ostinelli,Giuliana Ostinelli,3833230225
Paoletta,Fattori,Paoletta Fattori,3521217476
Dario,Carocci,Dario Carocci,3516838480
Leopoldo,Bombieri,Leopoldo Bombieri,3258854274
Gioele,Badoer,Gioele Badoer,3145312014
Daria,Oliboni,Daria Oliboni,3500455630
Sig.ra,Serena,Sig.ra Serena Sobrero,3017407853
Gabriella,Disdero,Gabriella Disdero,3262864867
Dott.,Ermanno,Dott. Ermanno Petrucelli,3963702135
Maura,Carocci,Maura Carocci,3596883607
Piergiorgio,Bosurgi-Tomasetti,Piergiorgio Bosurgi-Tomasetti,3560020610
Giuliano,Borghese-Puglisi,Giuliano Borghese-Puglisi,3431498601
Sig.,Romolo,Sig. Romolo Piazzi,3859164696
Saverio,Piovani,Saverio Piovani,3466642935
Sabatino,Bossi,Sabatino Bossi,3471703914
Roberto,Mazzini,Roberto Mazzini,3733004020
Ermes,Bertoni,Ermes Bertoni,3307067721
Elena,Bulzoni,Elena Bulzoni,3697066162
Tatiana,Nicolucci,Tatiana Nicolucci,3286463125
Luciana,Tarchetti,Luciana Tarchetti,3801038758
Gianmarco,Cortese,Gianmarco Cortese,3783325820
Dott.,Luisa,Dott. Luisa Malpighi,3375290121
Romolo,Maderna,Romolo Maderna,3805665502
Carla,Stoppani,Carla Stoppani,3816536444
Alfredo,Barcaccia-Fabrizi,Alfredo Barcaccia-Fabrizi,3278792522
Sig.,Nicola,Sig. Nicola Onio,3469740343
Raffaele,Comolli,Raffaele Comolli,3802040767
Ronaldo,Renzi,Ronaldo Renzi,3167034499
Fortunata,Scaramucci,Fortunata Scaramucci,3307775998
Tiziano,Cannizzaro,Tiziano Cannizzaro,3732840219
Nina,Bonino,Nina Bonino,3057574793
Victoria,Briccialdi,Victoria Briccialdi,3507992647
Luigina,Sgarbi,Luigina Sgarbi,3049141347
Barbara,Puccini,Barbara Puccini,3780368492
Martina,Fermi-Renault,Martina Fermi-Renault,3898495918
Pier,Randazzo,Pier Randazzo,3095124554
Gianluca,Antonioni,Gianluca Antonioni,3182982515
Laura,Chiappetta,Laura Chiappetta,3658271419
Ronaldo,Toscanini,Ronaldo Toscanini,3351205685
Erika,Lattuada,Erika Lattuada,3105460297
Biagio,Barillaro,Biagio Barillaro,3532190519
Alessia,Castiglione-Falloppio,Alessia Castiglione-Falloppio,3563259493
Maurizio,Bosurgi,Maurizio Bosurgi,3660732427
Amanda,Farnese,Amanda Farnese,3112074335
Gianna,Malenchini,Gianna Malenchini,3061850950
Corrado,Castellitto,Corrado Castellitto,3701726268
Alberto,Columbo,Alberto Columbo,3177628377
Rosalia,Caffarelli,Rosalia Caffarelli,3730428171
Giada,Bernini,Giada Bernini,3343855888
Greca,Cassarà,Greca Cassarà,3630448266
Pomponio,Soffici-Treves,Pomponio Soffici-Treves,3098161767
Rosa,Costalonga,Rosa Costalonga,3020106315
Edoardo,Prodi,Edoardo Prodi,3465229825
Ugolino,Curatoli,Ugolino Curatoli,3233425442
Raffaele,Boitani,Raffaele Boitani,3424562136
Lisa,Tasso-Udinese,Lisa Tasso-Udinese,3806664868
Marissa,Sansoni,Marissa Sansoni,3918988651
Dino,Canevascini,Dino Canevascini,3704437148
Martina,Benedetti,Martina Benedetti,3446741935
Delfino,Verri,Delfino Verri,3341573446
Nicoletta,Rensi,Nicoletta Rensi,3298993308
Ruggiero,Mancini,Ruggiero Mancini,3920910995
Maria,Lombroso,Maria Lombroso,3690350377
Donatello,Sanguineti,Donatello Sanguineti,3258399411
Mauro,Castioni-Caboto,Mauro Castioni-Caboto,3072219388
Tonia,Tasso,Tonia Tasso,3485578733
Rosalia,Vigorelli-Dossetti,Rosalia Vigorelli-Dossetti,3629797745
Lolita,Galtarossa,Lolita Galtarossa,3888834059
Sig.ra,Nicoletta,Sig.ra Nicoletta Solari,3443161524
Pierluigi,Gussoni,Pierluigi Gussoni,3364888618
Alfio,Asmundo,Alfio Asmundo,3340427847
Laura,Goldstein,Laura Goldstein,3566834497
Vito,Ciampi,Vito Ciampi,3936179181
Galasso,Rossini,Galasso Rossini,3224792502
Sig.ra,Lisa,Sig.ra Lisa Persico,3085182687
Gianfranco,Toselli,Gianfranco Toselli,3132592220
Giada,Mazzi,Giada Mazzi,3425613329
Sandra,Virgilio,Sandra Virgilio,3537862606
Carolina,Prada,Carolina Prada,3014993252
Franco,Colletti,Franco Colletti,3099818927
Sig.,Goffredo,Sig. Goffredo Guariento,3253913009
Lara,Soderini,Lara Soderini,3095743155
Valentina,Donati-Toso,Valentina Donati-Toso,3810320285
Sig.,Ivo,Sig. Ivo Sauro,3152860718
Ernesto,Giusti,Ernesto Giusti,3850304083
Sig.ra,Annalisa,Sig.ra Annalisa Prati,3749980168
Caterina,Sorrentino,Caterina Sorrentino,3015715378
Nina,Mannoia,Nina Mannoia,3609058442
Olga,Giannetti,Olga Giannetti,3625979408
Marissa,Carnera,Marissa Carnera,3545240944
Roberto,Trobbiani-Tomaselli,Roberto Trobbiani-Tomaselli,3201068600
Gabriele,Paruta-Amaldi,Gabriele Paruta-Amaldi,3780833571
Costantino,Fermi,Costantino Fermi,3540737045
Piergiorgio,Armani,Piergiorgio Armani,3908796611
Nadia,Badoer,Nadia Badoer,3577990920
Emilio,Pietrangeli-Foscari,Emilio Pietrangeli-Foscari,3680060067
Leopoldo,Prada,Leopoldo Prada,3398257086
Sig.,Gianluca,Sig. Gianluca Vigorelli,3328471090
Rolando,Campanella-Marino,Rolando Campanella-Marino,3834152797
Gioffre,Costalonga,Gioffre Costalonga,3611062566
Antonia,Veneziano-Moschino,Antonia Veneziano-Moschino,3317411967
Dott.,Micheletto,Dott. Micheletto Soderini,3860883669
Dolores,Bottaro-Montecchi,Dolores Bottaro-Montecchi,3840558415
Fausto,Dallapé,Fausto Dallapé,3583345509
Tatiana,Cheda,Tatiana Cheda,3157190919
Alessio,Piane-Canetta,Alessio Piane-Canetta,3176608983
Ugo,Albertini-Paltrinieri,Ugo Albertini-Paltrinieri,3979696807
Umberto,Zarlino,Umberto Zarlino,3509582460
Gemma,Saraceno,Gemma Saraceno,3175118084
Agnolo,Fornaciari,Agnolo Fornaciari,3166343569
Ivo,Ravaglioli-Tomei,Ivo Ravaglioli-Tomei,3141048645
Lucia,Torricelli,Lucia Torricelli,3393000047
Diana,Cabibbo,Diana Cabibbo,3095932716
Vincentio,Cammarata,Vincentio Cammarata,3463669049
Giorgia,Lucarelli-Trevisani,Giorgia Lucarelli-Trevisani,3198149459
Antonietta,Vespa,Antonietta Vespa,3071341023
Giulia,Beccaria,Giulia Beccaria,3790329301
Franco,Adinolfi,Franco Adinolfi,3313079052
Etta,Cimarosa,Etta Cimarosa,3452683650
Dott.,Uberto,Dott. Uberto Calarco,3089590512
Dott.,Gastone,Dott. Gastone Cesaroni,3693102953
Telemaco,Toscani,Telemaco Toscani,3538159241
Sole,Falcone,Sole Falcone,3749593178
Annamaria,Tanzini-Tasso,Annamaria Tanzini-Tasso,3036448305
Gemma,Rensi-Traversa,Gemma Rensi-Traversa,3432864859
Coriolano,Muratori,Coriolano Muratori,3868215944
Gianfranco,Bartoli,Gianfranco Bartoli,3798509385
Pasqual,Argenti,Pasqual Argenti,3791460437
Guarino,Folliero,Guarino Folliero,3448726123
Pompeo,Sforza,Pompeo Sforza,3279550373
Emma,Terragni,Emma Terragni,3939768853
Sonia,Mazzini,Sonia Mazzini,3612612273
Annibale,Scarlatti,Annibale Scarlatti,3679065090
Romana,Jacuzzi-Russo,Romana Jacuzzi-Russo,3810952134
Alphons,Saraceno,Alphons Saraceno,3115928790
Piersanti,Folliero,Piersanti Folliero,3414606604
Adele,Perini,Adele Perini,3164702890
Orazio,Argento-Antelami,Orazio Argento-Antelami,3388971461
Enzio,Campise-Pareto,Enzio Campise-Pareto,3504893701
Giorgia,Vigliotti,Giorgia Vigliotti,3711710728
Benito,Pennetta,Benito Pennetta,3759230876
Piergiuseppe,Verri,Piergiuseppe Verri,3924990392
Lando,Pozzecco,Lando Pozzecco,3661976391
Vincenza,Gelli-Vergerio,Vincenza Gelli-Vergerio,3951751770
Roman,Turci,Roman Turci,3846628868
Elvira,Brancaccio-Comencini,Elvira Brancaccio-Comencini,3525192232
Dott.,Gioele,Dott. Gioele Gagliardi,3928727074
Sig.,Temistocle,Sig. Temistocle Gentili,3064804156
Dina,Agazzi-Tremonti,Dina Agazzi-Tremonti,3537735224
Baldassare,Trussardi,Baldassare Trussardi,3367849829
Enrico,Zanzi,Enrico Zanzi,3911849911
Antonio,Bassi,Antonio Bassi,3241425701
Sig.,Agnolo,Sig. Agnolo Mancini,3738571497
Rosalia,Raimondi,Rosalia Raimondi,3400211665
Zaira,Pennetta-Ruggeri,Zaira Pennetta-Ruggeri,3848860153
Susanna,Bersani,Susanna Bersani,3428142421
Federica,Chechi,Federica Chechi,3650199111
Fulvio,Caccioppoli,Fulvio Caccioppoli,3831039944
Pina,Condoleo,Pina Condoleo,3905969199
Salvi,Staglieno,Salvi Staglieno,3127771930
Dott.,Mercedes,Dott. Mercedes Pisacane,3546432752
Domenico,Martucci,Domenico Martucci,3537457982
Maria,Foa,Maria Foa,3310462353
Annamaria,Fo,Annamaria Fo,3909523201
Dionigi,Mennea,Dionigi Mennea,3319422840
Dott.,Pietro,Dott. Pietro Alighieri,3804478597
Dott.,Orlando,Dott. Orlando Bernini,3233920789
Paulina,Bacosi,Paulina Bacosi,3975380491
Gino,Marinetti,Gino Marinetti,3957577547
Alberico,Zanichelli,Alberico Zanichelli,3597794683
Gaetano,Cossiga,Gaetano Cossiga,3094277549
Niccolò,Zola,Niccolò Zola,3469600523
Chiara,Fanucci,Chiara Fanucci,3963841091
Vincenza,Battelli,Vincenza Battelli,3452181736
Victoria,Spinelli,Victoria Spinelli,3569390971
Licia,Maggioli,Licia Maggioli,3662289637
Sig.ra,Milena,Sig.ra Milena Armani,3445226012
Ornella,Tamburini,Ornella Tamburini,3108998670
Nino,Panzera,Nino Panzera,3271885744
Alderano,Antelami,Alderano Antelami,3690171214
Lucia,Morellato,Lucia Morellato,3309684706
Liliana,Ruggeri,Liliana Ruggeri,3419783275
Sig.,Fiorino,Sig. Fiorino Pozzecco,3248308163
Romana,Ceri-Ferraris,Romana Ceri-Ferraris,3748511559
Ricciotti,Cesarotti,Ricciotti Cesarotti,3462744716
Carla,Tarchetti,Carla Tarchetti,3948193261
Leone,Fermi,Leone Fermi,3784959270
Sig.,Raimondo,Sig. Raimondo Pace,3412501516
Mercedes,Comolli,Mercedes Comolli,3719124928
Enrico,Pugliese,Enrico Pugliese,3722078855
Melania,Maspero,Melania Maspero,3382110972
Nanni,Montalcini,Nanni Montalcini,3192175476
Augusto,Randazzo,Augusto Randazzo,3288496623
Dott.,Nina,Dott. Nina Cagnotto,3485298583
Sig.ra,Stefania,Sig.ra Stefania Marazzi,3358745496
Dott.,Antonina,Dott. Antonina Scaduto,3042838406
Giampiero,Carriera,Giampiero Carriera,3102820806
Griselda,Zetticci,Griselda Zetticci,3934890046
Mario,Fagiani,Mario Fagiani,3313608055
Aria,Tomei-Gottardi,Aria Tomei-Gottardi,3929925771
Giada,Pellico,Giada Pellico,3558912751
Vanessa,Guidone,Vanessa Guidone,3214817416
Giulia,Pratesi,Giulia Pratesi,3761307187
Atenulf,Mancini,Atenulf Mancini,3112419355
Donna,Righi,Donna Righi,3513847916
Armando,Gentileschi-Cignaroli,Armando Gentileschi-Cignaroli,3617757019
Gioachino,Bonino,Gioachino Bonino,3632911091
Luciano,Malaparte,Luciano Malaparte,3794575914
Martino,Tresoldi,Martino Tresoldi,3626457002
Giada,Verdone,Giada Verdone,3660577882
Annalisa,Taliercio,Annalisa Taliercio,3736104902
Aria,Babato,Aria Babato,3881519714
Agnolo,Briccialdi,Agnolo Briccialdi,3460842972
Pomponio,Andreotti,Pomponio Andreotti,3965863452
Pierina,Dallara,Pierina Dallara,3928212115
Lando,Barbarigo,Lando Barbarigo,3302294195
Romeo,Tiepolo,Romeo Tiepolo,3140486428
Damiano,Cattaneo,Damiano Cattaneo,3629984961
Danilo,Milanesi,Danilo Milanesi,3630750697
Giuliana,Varano-Stein,Giuliana Varano-Stein,3309158757
Milena,Zamorani,Milena Zamorani,3309767670
Claudia,Casarin,Claudia Casarin,3240502673
Lidia,Vidoni,Lidia Vidoni,3184994293
Sig.ra,Antonia,Sig.ra Antonia Marsili,3185512282
Marisa,Fantozzi,Marisa Fantozzi,3459708884
Ramona,Bellucci-Inzaghi,Ramona Bellucci-Inzaghi,3508340066
Renata,Pacomio-Fornaciari,Renata Pacomio-Fornaciari,3070640991
Veronica,Agostinelli,Veronica Agostinelli,3849977339
Sig.ra,Concetta,Sig.ra Concetta Bombieri,3397972687
Dionigi,Zaguri,Dionigi Zaguri,3661494924
Elmo,Tamburini,Elmo Tamburini,3591348696
Antonello,Durante,Antonello Durante,3590656592
Mauro,Ovadia,Mauro Ovadia,3526793212
Dott.,Isa,Dott. Isa Turchetta,3875434702
Caterina,Forza,Caterina Forza,3041792624
Tiziana,Calvo,Tiziana Calvo,3024651290
Piergiorgio,Travaglio-Ferrante,Piergiorgio Travaglio-Ferrante,3217923322
Gianluigi,Granatelli,Gianluigi Granatelli,3370263528
Gilberto,Dalla,Gilberto Dalla,3452391459
Sole,Tolentino,Sole Tolentino,3421600026
Sig.ra,Adriana,Sig.ra Adriana Trincavelli,3023980378
Giustino,Boaga,Giustino Boaga,3402804885
Giorgia,Ludovisi-Galtarossa,Giorgia Ludovisi-Galtarossa,3500152600
Griselda,Pertini,Griselda Pertini,3111514903
Angelica,Canil,Angelica Canil,3750083020
Camilla,Filippelli,Camilla Filippelli,3174425370
Carlo,Respighi-Caironi,Carlo Respighi-Caironi,3737809844
Elmo,Bazzi,Elmo Bazzi,3022283384
Mattia,Mercati,Mattia Mercati,3621571402
Greca,Bignardi,Greca Bignardi,3688345244
Emilio,Garzoni,Emilio Garzoni,3409662195
Mauro,Acerbi-Spallanzani,Mauro Acerbi-Spallanzani,3264434341
Gabriella,Cassarà,Gabriella Cassarà,3821864560
Rossana,Mazzi-Milanesi,Rossana Mazzi-Milanesi,3682006274
Rodolfo,Rismondo-Panicucci,Rodolfo Rismondo-Panicucci,3324395012
Massimiliano,Ariasso,Massimiliano Ariasso,3741413739
Adamo,Samele,Adamo Samele,3878943307
Leopoldo,Tafuri,Leopoldo Tafuri,3959383415
Sig.,Franco,Sig. Franco Munari,3554977739
Sig.,Vincenzo,Sig. Vincenzo Ceci,3924167113
Orlando,Taliani-Lamborghini,Orlando Taliani-Lamborghini,3480984393
Alina,Faugno,Alina Faugno,3531859919
Silvio,Boiardo,Silvio Boiardo,3637993177
Giosuè,Borrani-Segni,Giosuè Borrani-Segni,3003422357
Dott.,Paola,Dott. Paola Pirandello,3906236028
Temistocle,Spinola,Temistocle Spinola,3307933176
Adele,Gentilini-Barzini,Adele Gentilini-Barzini,3568404894
Sig.,Niccolò,Sig. Niccolò Pedersoli,3401738714
Sig.ra,Aria,Sig.ra Aria Lamborghini,3094562402
Loredana,Scaduto,Loredana Scaduto,3427342650
Ezio,Zanazzo,Ezio Zanazzo,3772340083
Sig.,Gustavo,Sig. Gustavo Verri,3444809495
Alfio,Montesano,Alfio Montesano,3755243698
Donato,Delle,Donato Delle,3299536518
Temistocle,Trincavelli,Temistocle Trincavelli,3129283198
Lando,Gilardoni,Lando Gilardoni,3796504737
Dott.,Donatello,Dott. Donatello Mannoia,3648072719
Dott.,Laureano,Dott. Laureano Tassoni,3552958954
Sig.,Ugo,Sig. Ugo Cremonesi,3580594125
Simone,Galiazzo,Simone Galiazzo,3961830711
Dott.,Valentina,Dott. Valentina Tiepolo,3182097979
Ferdinando,Pedrazzini,Ferdinando Pedrazzini,3946569604
Pierpaolo,Iannucci-Pergolesi,Pierpaolo Iannucci-Pergolesi,3839967647
Dott.,Priscilla,Dott. Priscilla Vespucci,3805060036
Adriano,Pizzetti,Adriano Pizzetti,3208770010
Valeria,Taliani-Jovinelli,Valeria Taliani-Jovinelli,3064522150
Ronaldo,Caccioppoli,Ronaldo Caccioppoli,3489380093
Claudia,Marino,Claudia Marino,3456799118
Alberto,Jilani-Sauro,Alberto Jilani-Sauro,3771028638
Manuel,Marsili,Manuel Marsili,3907635993
Dott.,Filippa,Dott. Filippa Trentin,3859360549
Renata,Fischetti,Renata Fischetti,3876127195
Rolando,Balbo,Rolando Balbo,3935601127
Fortunata,Redi,Fortunata Redi,3894431064
Sig.ra,Rosalia,Sig.ra Rosalia Redi,3208490048
Giacobbe,Marsili,Giacobbe Marsili,3105259495
Filippa,Udinesi,Filippa Udinesi,3759608318
Maria,Taccola-Santorio,Maria Taccola-Santorio,3224800126
Amleto,Saragat,Amleto Saragat,3916290714
Pierpaolo,Muratori-Savorgnan,Pierpaolo Muratori-Savorgnan,3894175918
Pier,Marazzi-Ovadia,Pier Marazzi-Ovadia,3735946925
Sig.,Fedele,Sig. Fedele Cabrini,3981191978
Eugenia,Ottino,Eugenia Ottino,3785725492
Germana,Navone,Germana Navone,3232285701
Susanna,Riccardi-Juvara,Susanna Riccardi-Juvara,3199472785
Ivo,Pizziol,Ivo Pizziol,3710466773
Dott.,Orlando,Dott. Orlando Bataglia,3003617799
Tina,Cabrini,Tina Cabrini,3852704822
Rossana,Colletti,Rossana Colletti,3288309878
Marisa,Caccianemico-Mazzini,Marisa Caccianemico-Mazzini,3282412327
Vito,Tanzini,Vito Tanzini,3309106486
Alberto,Durante,Alberto Durante,3795817960
Gabriella,Cremonesi-Combi,Gabriella Cremonesi-Combi,3990037235
Ivan,Siffredi,Ivan Siffredi,3655250241
Giuseppina,Pasolini,Giuseppina Pasolini,3013433465
Antonina,Gadda,Antonina Gadda,3455198360
Sig.ra,Pierina,Sig.ra Pierina Mengolo,3777316167
Sig.ra,Giorgia,Sig.ra Giorgia Bernardi,3568162481
Giosuè,Emo,Giosuè Emo,3907665331
Alderano,Trentini,Alderano Trentini,3506971803
Stefani,Roero-Bernardini,Stefani Roero-Bernardini,3263372197
Michele,Bombieri,Michele Bombieri,3916776869
Ippazio,Caetani-Schicchi,Ippazio Caetani-Schicchi,3461938856
Telemaco,Pizzo,Telemaco Pizzo,3222254600
Bartolomeo,Scarfoglio,Bartolomeo Scarfoglio,3111639847
Federica,Leone,Federica Leone,3863948017
Sig.,Oreste,Sig. Oreste Puccini,3044483301
Dante,Piane-Smirnoff,Dante Piane-Smirnoff,3162947685
Sig.ra,Isa,Sig.ra Isa Gabbana,3910581173
Sig.,Domenico,Sig. Domenico Gangemi,3237697952
Ornella,Cuda-Molesini,Ornella Cuda-Molesini,3527067023
Tiziana,Basso,Tiziana Basso,3028267408
Emma,Oliboni,Emma Oliboni,3119345995
Napoleone,Murri,Napoleone Murri,3382983805
Guarino,Collodi,Guarino Collodi,3034256232
Sig.,Coluccio,Sig. Coluccio Borzomì,3630123918
